58146,0.185981460729,0.0,0.0,0.447222327811,0.0,0.18151405929,0.0,0.0964043422515,0.0,0.0781026960934
11541,0.0,0.085721149278,0.165326970897,0.0,0.0,0.0,0.0,0.0,0.0,0.736450455449
11549,0.0,0.0,0.0,0.204024844328,0.0,0.647407127467,0.0,0.0539563128415,0.0,0.0824609175648
5989,0.0232853713715,0.014152522743,0.0,0.0827806775024,0.0,0.0,0.0197505631264,0.0,0.0,0.850080729751
19397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930751305508,0.0,0.0
5983,0.0,0.0,0.0,0.406744274959,0.0536900665024,0.37553327342,0.0,0.0,0.0,0.157213108433
19395,0.118219526597,0.078053158436,0.0109592177239,0.0520815553513,0.0428898469134,0.0283955898699,0.0,0.511592339604,0.0,0.155867017239
5981,0.0,0.0644896797006,0.0,0.171377397076,0.0719628142834,0.260387064103,0.0,0.419282278792,0.0,0.0
46139,0.141821786852,0.0,0.0,0.571178875818,0.0,0.0,0.0,0.0,0.0554344147246,0.220849481815
46138,0.0,0.0,0.0407843285475,0.0,0.0,0.0,0.0,0.223004919306,0.0,0.71120884601
46133,0.959087365009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46130,0.0,0.0,0.0,0.0,0.0459710519128,0.0268301341004,0.0,0.0,0.0,0.920892072363
16709,0.596252544282,0.0,0.0,0.0,0.0,0.120362260257,0.0,0.19953905976,0.0,0.0780755955297
16707,0.240108980587,0.161527665641,0.0,0.0892951269732,0.0997719555649,0.0,0.0,0.33763862973,0.0,0.0629610665845
16702,0.104204939573,0.132224597421,0.0,0.11273984241,0.0,0.386786225464,0.0,0.254952460688,0.0,0.0
12019,0.0,0.0,0.0,0.0,0.26112382196,0.0,0.0,0.710299856471,0.0,0.0
46705,0.644460111848,0.0261285836162,0.0,0.0918265852435,0.0698754648913,0.095418774035,0.0,0.0447804766992,0.0114808356303,0.0147032827952
12015,0.584883356805,0.0636160450589,0.0,0.0,0.0764503018402,0.0,0.0,0.269644650604,0.0,0.0
12011,0.14542906603,0.0,0.0,0.455673800525,0.064648439908,0.325424221641,0.0,0.0,0.0,0.0
12010,0.0,0.0,0.0190720395616,0.0,0.512660152893,0.0817827393196,0.0,0.0,0.0,0.377109253233
